mlb;title;seller;ad_type;price_previous;price_current;discount;installments;date;post link;image link
MLB-3434369079;Rtx 2060 galax click oc;N/A;Classic;R$ 2.268,00;R$ 2.268,00;0%;em 12x R$217,99;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3434369079-rtx-2060-galax-click-oc-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_776520-MLA43437746701_092020-E.webp
MLB-3901519445;Placa de vídeo asus geforce rtx 3050 dual oc 6gb gddr6;Inpower;Classic;R$ 1.545,00;R$ 1.545,00;0%;em 12x R$148,55;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3901519445-placa-de-video-asus-geforce-rtx-3050-dual-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_672538-MLB80254286354_112024-E.webp
MLB35276804;Placa gráfica dupla nvidia geforce rtx 3050 6gb;Login;Premium;R$ 1.499,00;R$ 1.499,00;0%;em 10x R$159,90 sem juros;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-grafica-dupla-nvidia-geforce-rtx-3050-6gb/p/MLB35276804#polycard_client=search-nordic&wid=MLB3686237485&sid=search&searchVariation=MLB35276804&position=7&search_layout=grid&type=product&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_853385-MLU75549793633_042024-E.webp
MLB-3769755311;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Premium;R$ 2.432,00;R$ 2.432,00;0%;em 10x R$243,26 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3769755311-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_844264-MLB77510998255_072024-E.webp
MLB37119137;Placa de vídeo inno3d geforce rtx 3050 twin x2, 6gb, gddr6;N/A;Classic;R$ 1.457,00;R$ 1.457,00;0%;em 12x R$140,95;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-inno3d-geforce-rtx-3050-twin-x2-6gb-gddr6/p/MLB37119137#polycard_client=search-nordic&wid=MLB3852869087&sid=search&searchVariation=MLB37119137&position=4&search_layout=grid&type=product&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_713772-MLU76607039291_052024-E.webp
MLB-3763297650;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Premium;R$ 4.201,00;R$ 4.201,00;0%;em 10x R$420,15 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3763297650-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_744142-MLB70252855907_072023-E.webp
MLB35885340;Placa de vídeo gainward pegasus geforce rtx3050 6gb gddr6;N/A;Classic;R$ 1.297,00;R$ 1.297,00;0%;em 12x R$125,47;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-gainward-pegasus-geforce-rtx3050-6gb-gddr6/p/MLB35885340#polycard_client=search-nordic&wid=MLB5024356514&sid=search&searchVariation=MLB35885340&position=8&search_layout=grid&type=product&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_985652-MLU75688073080_042024-E.webp
MLB37768706;Placa de vídeo zotac geforce rtx3050 6gb nvidia gddr6 96bits;N/A;Premium;R$ 1.646,00;R$ 1.646,00;0%;em 10x R$175,89 sem juros;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-zotac-geforce-rtx3050-6gb-nvidia-gddr6-96bits/p/MLB37768706#polycard_client=search-nordic&wid=MLB3858298331&sid=search&searchVariation=MLB37768706&position=6&search_layout=grid&type=product&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_795137-MLU76843997688_062024-E.webp
MLB-3920492185;Placa de vídeo asus dual geforce rtx 3050 6gb gddr6 96bits;Pc xpress;Premium;R$ 1.809,00;R$ 1.809,00;0%;em 10x R$181 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3920492185-placa-de-video-asus-dual-geforce-rtx-3050-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_795443-MLB81045505097_112024-E.webp
MLB-5011547900;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Classic;R$ 1.615,00;R$ 1.615,00;0%;em 12x R$155,23;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5011547900-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_694130-MLB78559363101_082024-E.webp
MLB-4784191540;Placa de vídeo msi geforce rtx 3050 oc 6gb gddr6 96bits;N/A;Premium;R$ 1.889,00;R$ 1.889,00;0%;em 10x R$188,96 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4784191540-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_635684-MLB76994751111_062024-E.webp
MLB-3769768185;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Classic;R$ 2.384,00;R$ 2.384,00;0%;em 12x R$229,23;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3769768185-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_856902-MLB77295956802_072024-E.webp
MLB-3686107917;Placa de vídeo asus nvidia geforce rtx3050 oc 6gb gddr6;Login;Premium;R$ 1.599,00;R$ 1.599,00;0%;em 10x R$159,90 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3686107917-placa-de-video-asus-nvidia-geforce-rtx3050-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_717508-MLB76104947618_052024-E.webp
MLB-4858939910;Placa de vídeo rtx 3050 6gb gddr6 pegasus gainward;N/A;Premium;R$ 1.727,00;R$ 1.727,00;0%;em 10x R$172,78 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4858939910-placa-de-video-rtx-3050-6gb-gddr6-pegasus-gainward-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_891471-MLB75227265540_032024-E.webp
MLB-3632544517;Placa de vídeo gainward geforce rtx 3050 pegasus 6gb gddr6;N/A;Premium;R$ 1.884,00;R$ 1.884,00;0%;em 10x R$188,46 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3632544517-placa-de-video-gainward-geforce-rtx-3050-pegasus-6gb-gddr6-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_883504-MLB75268719603_032024-E.webp
MLB-3801424597;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.049,00;R$ 2.049,00;0%;em 10x R$204,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3801424597-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_772324-MLB77900004946_082024-E.webp
MLB-5014176280;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Premium;R$ 1.718,00;R$ 1.718,00;0%;em 10x R$171,87 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5014176280-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_842075-MLB78326471440_082024-E.webp
MLB-3823486737;Placa de vídeo rtx3050 6gb gddr6 lp 96bits msi;N/A;Premium;R$ 1.735,00;R$ 1.735,00;0%;em 10x R$173,60 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3823486737-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_703977-MLB78326144166_082024-E.webp
MLB-5011416814;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Classic;R$ 1.608,00;R$ 1.608,00;0%;em 12x R$154,60;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5011416814-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_842075-MLB78326471440_082024-E.webp
MLB-3632544509;Placa de vídeo gainward geforce rtx 3050 pegasus 6gb gddr6;N/A;Classic;R$ 1.744,00;R$ 1.744,00;0%;em 12x R$167,72;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3632544509-placa-de-video-gainward-geforce-rtx-3050-pegasus-6gb-gddr6-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_705687-MLB75123348896_032024-E.webp
MLB-4704220860;Placa de vídeo rtx 3050 6gb gddr6x 96bits dual fan asus;N/A;Premium;R$ 1.713,00;R$ 1.713,00;0%;em 10x R$171,34 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4704220860-placa-de-video-rtx-3050-6gb-gddr6x-96bits-dual-fan-asus-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_718307-MLB76522407543_052024-E.webp
MLB-3858299551;Placa de vídeo rtx 3050 6gb lp gddr6 96bits zotac;N/A;Premium;R$ 1.758,00;R$ 1.758,00;0%;em 10x R$175,89 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3858299551-placa-de-video-rtx-3050-6gb-lp-gddr6-96bits-zotac-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_631572-MLB79166686388_092024-E.webp
MLB-4784204194;Placa de vídeo msi geforce rtx 3050 oc 6gb gddr6 96bits;N/A;Classic;R$ 1.749,00;R$ 1.749,00;0%;em 12x R$168,17;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4784204194-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_695919-MLB76994743833_062024-E.webp
MLB-4704323750;Placa de vídeo rtx 3050 6gb gddr6x 96bits dual fan asus;N/A;Classic;R$ 1.602,00;R$ 1.602,00;0%;em 12x R$154,07;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4704323750-placa-de-video-rtx-3050-6gb-gddr6x-96bits-dual-fan-asus-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_986404-MLB76522358355_052024-E.webp
MLB-5011489312;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Premium;R$ 1.726,00;R$ 1.726,00;0%;em 10x R$172,63 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5011489312-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_694130-MLB78559363101_082024-E.webp
MLB-3859546769;Placa de vídeo rtx 3050 6gb lp gddr6 96bits zotac;N/A;Classic;R$ 1.652,00;R$ 1.652,00;0%;em 12x R$158,86;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3859546769-placa-de-video-rtx-3050-6gb-lp-gddr6-96bits-zotac-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_970251-MLB79166677078_092024-E.webp
MLB-3822440399;Placa de vídeo rtx3050 6gb gddr6 lp 96bits msi 912-v812-023;N/A;Classic;R$ 1.633,00;R$ 1.633,00;0%;em 12x R$156,98;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3822440399-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-912-v812-023-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_922905-MLB78328746578_082024-E.webp
MLB-5072733902;Placa de vídeo rtx 3050 6gb lp gddr6 96bits zotac;N/A;Premium;R$ 1.766,00;R$ 1.766,00;0%;em 10x R$176,67 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5072733902-placa-de-video-rtx-3050-6gb-lp-gddr6-96bits-zotac-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_970251-MLB79166677078_092024-E.webp
MLB-4991759636;Placa vídeo msi rtx 3050 oc 6gb gddr6 96bits 912-v812-023;N/A;Premium;R$ 1.619,00;R$ 1.619,00;0%;em 10x R$161,90 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4991759636-placa-video-msi-rtx-3050-oc-6gb-gddr6-96bits-912-v812-023-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_975754-MLU77053490853_062024-E.webp
MLB-5011403854;Placa de vídeo rtx3050 6gb gddr6 lp 96bits msi;N/A;Classic;R$ 1.624,00;R$ 1.624,00;0%;em 12x R$156,15;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5011403854-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_703977-MLB78326144166_082024-E.webp
MLB-3901519433;Placa de vídeo asus geforce rtx 3050 dual oc 6gb gddr6;Inpower;Premium;R$ 1.609,00;R$ 1.609,00;0%;em 10x R$160,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3901519433-placa-de-video-asus-geforce-rtx-3050-dual-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_860512-MLB80511517085_112024-E.webp
MLB-3841504895;Placa de vídeo rtx3050 6gb twin x2 gddr6 96 bits inno3d;N/A;Premium;R$ 1.777,00;R$ 1.777,00;0%;em 10x R$177,76 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3841504895-placa-de-video-rtx3050-6gb-twin-x2-gddr6-96-bits-inno3d-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_853311-MLB78770355130_092024-E.webp
MLB-5155393836;Placa de vídeo geforce rtx 3050 manli 6 gb gddr6 dual fan;N/A;Premium;R$ 1.648,00;R$ 1.648,00;0%;em 10x R$164,80 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5155393836-placa-de-video-geforce-rtx-3050-manli-6-gb-gddr6-dual-fan-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_731079-MLB80406977227_112024-E.webp
MLB-4991847172;Placa vídeo msi rtx 3050 oc 6gb gddr6 96bits 912-v812-023;N/A;Classic;R$ 1.529,00;R$ 1.529,00;0%;em 12x R$147,05;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4991847172-placa-video-msi-rtx-3050-oc-6gb-gddr6-96bits-912-v812-023-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_975754-MLU77053490853_062024-E.webp
MLB-3801463085;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.043,00;R$ 2.043,00;0%;em 12x R$196,45;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3801463085-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_971877-MLB77900005022_082024-E.webp
MLB-3879677963;Placa de vídeo msi geforce rtx 3050 ventus 2x 6g oc 6gb;N/A;Premium;R$ 1.869,00;R$ 1.869,00;0%;em 10x R$186,98 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3879677963-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6g-oc-6gb-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_687880-MLB80022225681_102024-E.webp
MLB41221063;Placa de video gpu nvidia geforce rtx 3050 6gb gddr6 96bits;Jaguara;Premium;R$ 1.631,00;R$ 1.631,00;0%;em 10x R$163,20 sem juros;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-gpu-nvidia-geforce-rtx-3050-6gb-gddr6-96bits/p/MLB41221063#polycard_client=search-nordic&wid=MLB5139988046&sid=search&searchVariation=MLB41221063&position=3&search_layout=grid&type=product&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_908457-MLA79342522522_092024-E.webp
MLB-3826522709;Placa de vídeo asus dual nvidia rtx 3050 oc 6gb gddr6 dlss;Alligator shop;Premium;R$ 1.744,00;R$ 1.744,00;0%;em 10x R$174,44 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3826522709-placa-de-video-asus-dual-nvidia-rtx-3050-oc-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_918650-MLB78652970495_082024-E.webp
MLB-3682543447;Placa de video nvidia rtx 3050 6gb ddr6 dual asus;N/A;Classic;R$ 1.669,00;R$ 1.669,00;0%;em 12x R$160,51;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3682543447-placa-de-video-nvidia-rtx-3050-6gb-ddr6-dual-asus-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_611326-MLB76046495744_052024-E.webp
MLB-4552197526;Placa de vídeo rtx 3050 6gb gddr6 pegasus gainward;N/A;Classic;R$ 1.616,00;R$ 1.616,00;0%;em 12x R$155,41;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4552197526-placa-de-video-rtx-3050-6gb-gddr6-pegasus-gainward-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_891471-MLB75227265540_032024-E.webp
MLB-4962685882;Placa de video rtx 3050 6gb gddr6 asus geforce dual;N/A;Premium;R$ 1.795,00;R$ 1.795,00;0%;em 10x R$179,50 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4962685882-placa-de-video-rtx-3050-6gb-gddr6-asus-geforce-dual-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_737356-MLB77872412382_072024-E.webp
MLB-5043603398;Placa de vídeo rtx3050 6gb twin x2 gddr6 96 bits inno3d;N/A;Classic;R$ 1.557,00;R$ 1.557,00;0%;em 12x R$149,67;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5043603398-placa-de-video-rtx3050-6gb-twin-x2-gddr6-96-bits-inno3d-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_827146-MLB78725142698_092024-E.webp
MLB-3682555247;Placa de video nvidia rtx 3050 6gb ddr6 asus;N/A;Premium;R$ 1.699,00;R$ 1.699,00;0%;em 10x R$170 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3682555247-placa-de-video-nvidia-rtx-3050-6gb-ddr6-asus-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_611326-MLB76046495744_052024-E.webp
MLB-3841470815;Placa de vídeo rtx3050 6gb twin x2 gddr6 96 bits inno3d;N/A;Classic;R$ 1.663,00;R$ 1.663,00;0%;em 12x R$159,85;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3841470815-placa-de-video-rtx3050-6gb-twin-x2-gddr6-96-bits-inno3d-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_853311-MLB78770355130_092024-E.webp
MLB-4818640856;Placa de vídeo msi geforce rtx 3050 oc 6gb gddr6 96bits;N/A;Classic;R$ 1.489,00;R$ 1.489,00;0%;em 12x R$144,14;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4818640856-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_976028-MLB77217077209_062024-E.webp
MLB-5120348722;Vga msi geforce nvidia rtx 3050 ventus 2x 6 gb oc gddr6;N/A;Classic;R$ 1.569,00;R$ 1.569,00;0%;em 12x R$150,81;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5120348722-vga-msi-geforce-nvidia-rtx-3050-ventus-2x-6-gb-oc-gddr6-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_615817-MLU78851410259_082024-E.webp
MLB-5175525424;Placa de video geforce rtx 3050 6gb - msi;N/A;Classic;R$ 1.790,00;R$ 1.790,00;0%;em 12x R$172,05;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5175525424-placa-de-video-geforce-rtx-3050-6gb-msi-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=df250b1b-caf4-4ee5-8619-50d92455fc09;https://http2.mlstatic.com/D_Q_NP_2X_883251-MLB80651404935_112024-E.webp
MLB-3791169441;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;N/A;Premium;R$ 1.599,00;R$ 1.599,00;0%;em 10x R$159,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3791169441-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_647780-MLB77708585280_072024-E.webp
MLB-3791180549;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;N/A;Classic;R$ 1.499,00;R$ 1.499,00;0%;em 12x R$145,10;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3791180549-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_647780-MLB77708585280_072024-E.webp
MLB-5131381068;Gpu nvidia geforce rtx 3050 6gb gddr6 96bits pcyes pvrtx3050;N/A;Premium;R$ 1.999,00;R$ 1.999,00;0%;em 10x R$199,90 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5131381068-gpu-nvidia-geforce-rtx-3050-6gb-gddr6-96bits-pcyes-pvrtx3050-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_799205-MLA79866180670_102024-E.webp
MLB-4883452306;Placa de vídeo msi geforce rtx 3050 oc 6gb gddr6 96bits;N/A;Classic;R$ 1.799,00;R$ 1.799,00;0%;em 12x R$172,91;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4883452306-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_975754-MLU77053490853_062024-E.webp
MLB-5161509698;Placa de vídeo msi geforce rtx 3050 ventus 2x 6gb gddr6;N/A;Premium;R$ 1.459,00;R$ 1.459,00;0%;em 10x R$145,90 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5161509698-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_615817-MLU78851410259_082024-E.webp
