mlb;title;seller;ad_type;price_previous;price_current;discount;installments;date;post link;image link
MLB-3814773213;Placa de vídeo msi nvidia geforce gtx1650 ventus xs ocv3 4gb;Login;Premium;R$ 1.099,00;R$ 1.099,00;0%;em 10x R$109,90 sem juros;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-3814773213-placa-de-video-msi-nvidia-geforce-gtx1650-ventus-xs-ocv3-4gb-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_667692-MLB78158970698_082024-E.webp
MLB-5093863612;Placa de vídeo inno3d nvidia geforce gtx 1650 twin x2 oc v3;N/A;Classic;R$ 880,00;R$ 880,00;0%;em 12x R$85,32;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-5093863612-placa-de-video-inno3d-nvidia-geforce-gtx-1650-twin-x2-oc-v3-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_616351-MLU77441730905_072024-E.webp
MLB-4979770560;Placa de vídeo nvidia galax  ex plus geforce gtx 1650 4gb;N/A;Premium;R$ 1.149,00;R$ 1.149,00;0%;em 10x R$114,90 sem juros;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-4979770560-placa-de-video-nvidia-galax-ex-plus-geforce-gtx-1650-4gb-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-3914314133;Placa de vídeo nvidia msi  ventus xs geforce gtx 1650 4gb;N/A;Premium;R$ 1.099,00;R$ 1.099,00;0%;em 10x R$109,94 sem juros;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-3914314133-placa-de-video-nvidia-msi-ventus-xs-geforce-gtx-1650-4gb-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_798523-MLU78409672835_082024-E.webp
MLB-4979790638;Placa de vídeo nvidia galax  ex plus geforce gtx 1650 4gb;N/A;Classic;R$ 1.099,00;R$ 1.099,00;0%;N/A;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-4979790638-placa-de-video-nvidia-galax-ex-plus-geforce-gtx-1650-4gb-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-3801720002;Placa de vídeo nvidia msi  ventus xs geforce gtx 1650 d6;N/A;Classic;R$ 1.299,00;R$ 1.299,00;0%;N/A;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-3801720002-placa-de-video-nvidia-msi-ventus-xs-geforce-gtx-1650-d6-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_773016-MLA52678887951_122022-E.webp
MLB-4336984410;Placa de vídeo nvidia galax ex plus gtx1650 4gb gddr6 128bit;N/A;Classic;R$ 1.399,00;R$ 1.399,00;0%;em 12x R$135,34;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-4336984410-placa-de-video-nvidia-galax-ex-plus-gtx1650-4gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-4979813358;Placa de vídeo nvidia galax  ex plus geforce gtx 1650 4gb;N/A;Classic;R$ 1.099,00;R$ 1.099,00;0%;em 12x R$106,32;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-4979813358-placa-de-video-nvidia-galax-ex-plus-geforce-gtx-1650-4gb-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-3727090139;Placa de vídeo nvidia galax  ex plus geforce gtx 16 series;N/A;Classic;R$ 999,00;R$ 999,00;0%;em 12x R$96,64;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-3727090139-placa-de-video-nvidia-galax-ex-plus-geforce-gtx-16-series-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-5144412004;Placa de vídeo nvidia galax  ex plus gtx 16 series gtx 1650;N/A;Classic;R$ 1.159,00;R$ 1.159,00;0%;N/A;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-5144412004-placa-de-video-nvidia-galax-ex-plus-gtx-16-series-gtx-1650-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_880970-MLU78687019227_082024-E.webp
MLB-4802779860;Placa gráfica gigabyte geforce gtx 1650, 4gb, 128 bits;N/A;Classic;R$ 1.853,00;R$ 1.853,00;0%;N/A;29/11/2024 16:14:40;https://produto.mercadolivre.com.br/MLB-4802779860-placa-grafica-gigabyte-geforce-gtx-1650-4gb-128-bits-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_615137-CBT50453100255_062022-E.webp
MLB25182890;Placa de video gtx 1650 4gb gddr6 vcg16504d6sfmpb1 pny;N/A;Classic;R$ 1.038,00;R$ 1.038,00;0%;em 12x R$100,42;29/11/2024 16:14:40;https://www.mercadolivre.com.br/placa-de-video-gtx-1650-4gb-gddr6-vcg16504d6sfmpb1-pny/p/MLB25182890#polycard_client=search-nordic&wid=MLB5163806540&sid=search&searchVariation=MLB25182890&position=3&search_layout=grid&type=product&tracking_id=c3fefd62-0a3e-48b5-b94f-249867307896;https://http2.mlstatic.com/D_Q_NP_2X_968021-MLU70708284009_072023-E.webp
MLB-4359785038;Placa de vídeo nvidia msi ventus xs ocv1 geforce gtx 1650 d6;N/A;Classic;R$ 999,00;R$ 999,90;0%;em 12x R$96,73;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-4359785038-placa-de-video-nvidia-msi-ventus-xs-ocv1-geforce-gtx-1650-d6-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_773016-MLA52678887951_122022-E.webp
MLB19635514;Placa de vídeo nvidia asus  tuf gaming geforce gtx 16 series gtx 1650 tuf-gtx1650-o4gd6-gaming oc edition 4gb;Olist;Premium;R$ 3.913,00;R$ 3.913,00;0%;em 10x R$391,36 sem juros;29/11/2024 16:14:41;https://www.mercadolivre.com.br/placa-de-video-nvidia-asus-tuf-gaming-geforce-gtx-16-series-gtx-1650-tuf-gtx1650-o4gd6-gaming-oc-edition-4gb/p/MLB19635514#polycard_client=search-nordic&wid=MLB4122045784&sid=search&searchVariation=MLB19635514&position=4&search_layout=grid&type=product&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_894184-MLA51720093947_092022-E.webp
MLB15986698;Placa de vídeo nvidia evga  sc gaming geforce gtx 16 series gtx 1650 super 04g-p4-1357-kr 4gb;N/A;Premium;R$ 2.774,00;R$ 2.774,00;0%;em 10x R$277,46 sem juros;29/11/2024 16:14:41;https://www.mercadolivre.com.br/placa-de-video-nvidia-evga-sc-gaming-geforce-gtx-16-series-gtx-1650-super-04g-p4-1357-kr-4gb/p/MLB15986698#polycard_client=search-nordic&wid=MLB3841538151&sid=search&searchVariation=MLB15986698&position=6&search_layout=grid&type=product&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_929326-MLA43294763481_082020-E.webp
MLB-4802678598;Placa de vídeo asus phoenix nvidia geforce gtx 1650 oc, 4gb;N/A;Premium;R$ 2.505,00;R$ 2.505,00;0%;em 10x R$250,58 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-4802678598-placa-de-video-asus-phoenix-nvidia-geforce-gtx-1650-oc-4gb-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_854938-CBT50497242377_062022-E.webp
MLB-4359757268;Placa de vídeo geforce gtx 1650 super gddr6 gainward 4gb;N/A;Classic;R$ 1.890,00;R$ 1.890,00;0%;em 12x R$181,66;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-4359757268-placa-de-video-geforce-gtx-1650-super-gddr6-gainward-4gb-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_889915-MLB74085809133_012024-E.webp
MLB15992942;Placa de vídeo nvidia galax  ex geforce gtx 16 series gtx 1650 65sql8ds66e6 4gb;N/A;Premium;R$ 1.211,00;R$ 1.211,00;0%;em 10x R$121,10 sem juros;29/11/2024 16:14:41;https://www.mercadolivre.com.br/placa-de-video-nvidia-galax-ex-geforce-gtx-16-series-gtx-1650-65sql8ds66e6-4gb/p/MLB15992942#polycard_client=search-nordic&wid=MLB1825427790&sid=search&searchVariation=MLB15992942&position=5&search_layout=grid&type=product&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_768157-MLA54909359030_042023-E.webp
MLB-3949348888;Placa vídeo msi nvidia geforce gtx 1650 gddr6 ventus xs 4gb;N/A;Premium;R$ 1.139,00;R$ 1.139,00;0%;em 10x R$113,90 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3949348888-placa-video-msi-nvidia-geforce-gtx-1650-gddr6-ventus-xs-4gb-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_938089-MLB79263964124_092024-E.webp
MLB-2136803994;Placa de video galax geforce gtx 1650 ex 1click oc 4gb gddr6;N/A;Classic;R$ 1.133,00;R$ 1.133,00;0%;em 12x R$109,63;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-2136803994-placa-de-video-galax-geforce-gtx-1650-ex-1click-oc-4gb-gddr6-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_880132-MLB48789495382_012022-E.webp
MLB-3748100051;Placa de vídeo evga geforce gtx1650 super sc ultra gaming;N/A;Premium;R$ 2.831,00;R$ 2.831,00;0%;em 10x R$283,20 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3748100051-placa-de-video-evga-geforce-gtx1650-super-sc-ultra-gaming-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_811059-CBT51379640598_092022-E.webp
MLB-3904564911;Caixa vazia placa vídeo msi nvd geforce v1 gtx1650 4gb gddr6;N/A;Classic;R$ 25,00;R$ 25,00;0%;em 12x R$2,42;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3904564911-caixa-vazia-placa-video-msi-nvd-geforce-v1-gtx1650-4gb-gddr6-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_718941-MLB80333317068_112024-E.webp
MLB-5134286882;Placa de vídeo gtx 1650 com defeito. sucata, peças.;N/A;Classic;R$ 199,00;R$ 199,00;0%;em 12x R$19,34;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-5134286882-placa-de-video-gtx-1650-com-defeito-sucata-pecas-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_730264-MLB79897601226_102024-E.webp
MLB-3130658297;Placa video gtx 1650 nvidea geforce;N/A;Classic;R$ 990,00;R$ 990,00;0%;em 12x R$95,77;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3130658297-placa-video-gtx-1650-nvidea-geforce-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_868820-MLB53300426154_012023-E.webp
MLB-3258101986;Placa de vídeo gpu galax geforce gtx1050tiexoc 4gb dd5 128bi;N/A;Classic;R$ 799,00;R$ 799,00;0%;em 12x R$77,46;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3258101986-placa-de-video-gpu-galax-geforce-gtx1050tiexoc-4gb-dd5-128bi-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_638546-MLB54169812234_032023-E.webp
MLB-3325361916;Caixa da placa de vídeo nvidia gtx 1650 oc asus tuf gaming;N/A;Classic;R$ 49,00;R$ 49,00;0%;em 12x R$4,75;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3325361916-caixa-da-placa-de-video-nvidia-gtx-1650-oc-asus-tuf-gaming-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_814242-MLB54468409484_032023-E.webp
MLB-3856884431;Placa de video nvidia geforce gtx 1650 4gb gddr6 pny;N/A;Premium;R$ 890,00;R$ 890,00;0%;em 10x R$89 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3856884431-placa-de-video-nvidia-geforce-gtx-1650-4gb-gddr6-pny-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_882541-MLB79195659268_092024-E.webp
MLB-4540519658;Placa de vídeo nvidia galax  ex geforce gtx 1650;N/A;Classic;R$ 940,00;R$ 940,00;0%;em 12x R$90,94;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-4540519658-placa-de-video-nvidia-galax-ex-geforce-gtx-1650-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_768157-MLA54909359030_042023-E.webp
MLB-2120520650;Caixa para placa de vídeo geforce gtx 1650 - galax;N/A;Classic;R$ 27,00;R$ 27,20;0%;em 12x R$2,64;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-2120520650-caixa-para-placa-de-video-geforce-gtx-1650-galax-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_706076-MLB43296976577_082020-E.webp
MLB-3284282648;Caixa da placa de vídeo leadtek gtx 1650 4gb gddr6;N/A;Classic;R$ 18,00;R$ 18,90;0%;N/A;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3284282648-caixa-da-placa-de-video-leadtek-gtx-1650-4gb-gddr6-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_607628-MLA54293045472_032023-E.webp
MLB-3632433537;Placa de vídeo nvidia asus  phoenix geforce gtx 1650;N/A;Classic;R$ 1.057,00;R$ 1.057,00;0%;em 12x R$102,32;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3632433537-placa-de-video-nvidia-asus-phoenix-geforce-gtx-1650-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_680822-MLA41983912882_052020-E.webp
MLB-3571641194;Placa de video evga  sc gaming geforce gtx 1650 super;N/A;Premium;R$ 1.200,00;R$ 1.200,00;0%;em 10x R$120 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3571641194-placa-de-video-evga-sc-gaming-geforce-gtx-1650-super-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_967441-MLB54982941633_052023-E.webp
MLB-3806915079;Caixa vazia de placa de video gtx geforce 960;N/A;Classic;R$ 19,00;R$ 19,00;0%;N/A;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3806915079-caixa-vazia-de-placa-de-video-gtx-geforce-960-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_939315-MLB78006640110_082024-E.webp
MLB18571122;Placa de vídeo nvidia zotac  gaming geforce gtx 16 series gtx 1650 zt-t16520j-10l 4gb;N/A;Classic;R$ 1.099,00;R$ 890,92;18% OFF;em 12x R$86,37;29/11/2024 16:14:41;https://www.mercadolivre.com.br/placa-de-video-nvidia-zotac-gaming-geforce-gtx-16-series-gtx-1650-zt-t16520j-10l-4gb/p/MLB18571122#polycard_client=search-nordic&wid=MLB4755663538&sid=search&searchVariation=MLB18571122&position=3&search_layout=grid&type=product&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_629221-MLA48655228895_122021-E.webp
MLB-3725774363;Placa de vídeo nvidia geforce gtx 1650 4gb ddr6 zotac amp;N/A;Premium;R$ 1.299,00;R$ 1.000,00;23% OFF;em 10x R$100,09 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3725774363-placa-de-video-nvidia-geforce-gtx-1650-4gb-ddr6-zotac-amp-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_722664-MLB76842333737_062024-E.webp
MLB-5140582996;Placa de vídeo msi ventus geforce gtx 1650 d6 xs ocv3 4gb;N/A;Premium;R$ 1.040,00;R$ 956,93;8% OFF;em 10x R$95,69 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-5140582996-placa-de-video-msi-ventus-geforce-gtx-1650-d6-xs-ocv3-4gb-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_607833-MLB79974307582_102024-E.webp
MLB-3534904187;Placa de vídeo gtx 1650 galax nvidia geforce 4gb gddr6;N/A;Premium;R$ 1.120,00;R$ 1.120,00;0%;em 10x R$112,07 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3534904187-placa-de-video-gtx-1650-galax-nvidia-geforce-4gb-gddr6-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-4962350240;Placa de vídeo galax geforce gtx 1650 ex plus 4gb 1-click oc;Terabyte;Classic;R$ 1.046,00;R$ 1.046,00;0%;em 12x R$101,28;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-4962350240-placa-de-video-galax-geforce-gtx-1650-ex-plus-4gb-1-click-oc-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_980436-MLB78091746215_072024-E.webp
MLB-5140544406;Placa de vídeo msi ventus geforce gtx 1650 d6 xs ocv3 4gb;N/A;Classic;R$ 960,25;R$ 883,43;8% OFF;em 12x R$85,65;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-5140544406-placa-de-video-msi-ventus-geforce-gtx-1650-d6-xs-ocv3-4gb-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_953626-MLB79974307358_102024-E.webp
MLB-3534936983;Placa de vídeo gtx 1650 galax nvidia geforce 4gb gddr6;N/A;Classic;R$ 1.052,00;R$ 1.052,00;0%;em 12x R$101,84;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-3534936983-placa-de-video-gtx-1650-galax-nvidia-geforce-4gb-gddr6-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_719727-MLU72573233972_112023-E.webp
MLB-1924913441;Placa de vídeo nvidia gainward  ghost geforce gtx 1650  4gb;N/A;Premium;R$ 2.748,00;R$ 2.611,00;5% OFF;em 10x R$261,14 sem juros;29/11/2024 16:14:41;https://produto.mercadolivre.com.br/MLB-1924913441-placa-de-video-nvidia-gainward-ghost-geforce-gtx-1650-4gb-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=2bc4020a-e283-43ff-9744-0cdf75110d35;https://http2.mlstatic.com/D_Q_NP_2X_683128-MLA45920086935_052021-E.webp
